grain,series_id,item_code,label,sb_class,total_qty_hist,model,model_params,rmsse,mase,smape,n_trials,n_backtest_folds,acc_change_vs_prev,forecast_total_4w,p_occurrence_week,routine_weekly,routine_total_4w,bulk_share,w1_2026-06-15,w2_2026-06-22,w3_2026-06-29,w4_2026-07-06,customer,channel
sku_channel,sku_channel::1009592|TAIUN_AIR,1009592,교체형,intermittent,307701.0,tsb,"{'alpha': 0.1, 'beta': 0.2}",16185.41175146457,6614.287257067284,0.6980393581438605,10,6,,150378.37701987533,0.388383232,0.0,0.0,1.0,37594.59425496883,37594.59425496883,37594.59425496883,37594.59425496883,,TAIUN_AIR
sku_channel,sku_channel::1009137|TAIUN,1009137,교체형,lumpy,268474.0,sba,{'alpha': 0.05},0.0510347350444492,0.1927983750051513,2.0,10,6,,2538.5420287300335,0.02084349192227731,0.0,0.0,1.0,634.6355071825084,634.6355071825084,634.6355071825084,634.6355071825084,,TAIUN
sku_channel,sku_channel::1008168|TAIUN,1008168,교체형,lumpy,265659.0,croston,{'alpha': 0.2},0.3817502899810576,2.045029179773992,1.6561799913996058,10,6,,6710.628062399085,0.06735937609165298,0.0,0.0,1.0,1677.6570155997713,1677.6570155997713,1677.6570155997713,1677.6570155997713,,TAIUN
sku_channel,sku_channel::1009491|TAIUN_AIR,1009491,교체형,lumpy,264208.0,tsb,"{'alpha': 0.2, 'beta': 0.05}",2.394775475095547,9.827166945239936,1.7802008905585318,10,6,,22518.02689313159,0.13873339231266704,0.0,0.0,1.0,5629.506723282898,5629.506723282898,5629.506723282898,5629.506723282898,,TAIUN_AIR
sku_channel,sku_channel::2018610|TAIUN,2018610,교체형,intermittent,261782.0,tsb,"{'alpha': 0.1, 'beta': 0.1}",0.20332928248860513,0.5613865103950363,0.22245149328908717,10,6,,32285.318676523435,0.4351448822964359,0.0,0.0,1.0,8071.329669130859,8071.329669130859,8071.329669130859,8071.329669130859,,TAIUN
sku_channel,sku_channel::2018695|TAIUN,2018695,교체형,lumpy,257810.0,tsb,"{'alpha': 0.1, 'beta': 0.2}",1.4543982704503784,5.32101439269525,0.8323891618591431,10,6,,32628.231633083284,0.4714245191858645,0.0,0.0,1.0,8157.057908270821,8157.057908270821,8157.057908270821,8157.057908270821,,TAIUN
sku_channel,sku_channel::2018558|TAIUN,2018558,교체형,lumpy,251542.0,sba,{'alpha': 0.05},0.01001170064518354,0.05539698375147634,2.0,10,6,,672.7439350650191,0.016361470127465274,0.0,0.0,1.0,168.18598376625476,168.18598376625476,168.18598376625476,168.18598376625476,,TAIUN
sku_channel,sku_channel::1008434|TAIUN,1008434,교체형,lumpy,251001.0,sba,{'alpha': 0.05},4.387109338074322,23.998981220769718,1.6494153190015488,10,6,,9364.898982412768,0.04542952243478049,0.0,0.0,1.0,2341.224745603192,2341.224745603192,2341.224745603192,2341.224745603192,,TAIUN
sku_channel,sku_channel::2017390|TAIUN,2017390,교체형,lumpy,250771.0,tsb,"{'alpha': 0.1, 'beta': 0.2}",0.018994355651677803,0.0726729863264011,2.0,10,6,,201.4996888238906,0.002305874190884189,0.0,0.0,1.0,50.37492220597265,50.37492220597265,50.37492220597265,50.37492220597265,,TAIUN
sku_channel,sku_channel::1009201|TAIUN,1009201,교체형,intermittent,242509.0,sba,{'alpha': 0.3},0.07416074886535688,0.38498124840660397,2.0,10,6,,4995.928699389277,0.022619316896629726,0.0,0.0,1.0,1248.9821748473194,1248.9821748473194,1248.9821748473194,1248.9821748473194,,TAIUN
sku_channel,sku_channel::1007187|TAIUN,1007187,교체형,lumpy,241779.0,tsb,"{'alpha': 0.1, 'beta': 0.2}",0.014883190323970657,0.06196928759792519,2.0,10,6,,175.7528033145793,0.0007555837954639507,0.0,0.0,1.0,43.938200828644824,43.938200828644824,43.938200828644824,43.938200828644824,,TAIUN
sku_channel,sku_channel::2019619|TAIUN,2019619,교체형,lumpy,234177.0,sba,{'alpha': 0.05},0.011409711019616455,0.07419532719878996,2.0,10,6,,929.7572782571792,0.009430848304805018,0.0,0.0,1.0,232.4393195642948,232.4393195642948,232.4393195642948,232.4393195642948,,TAIUN
sku_channel,sku_channel::2017773|FEDEX,2017773,교체형,lumpy,232911.0,sba,{'alpha': 0.3},0.027221201239217514,0.04209048614005124,1.3820471262839102,10,6,,339.64085312780855,0.1424796312845549,84.91021328195214,339.64085312780855,0.0,84.91021328195214,84.91021328195214,84.91021328195214,84.91021328195214,,FEDEX
sku_channel,sku_channel::1007945|TAIUN,1007945,교체형,lumpy,231721.0,tsb,"{'alpha': 0.1, 'beta': 0.2}",1.6271745443150557e-05,0.00012798350540250093,2.0,10,6,,0.3478776883467892,3.6323967540306546e-06,0.0,0.0,1.0,0.0869694220866973,0.0869694220866973,0.0869694220866973,0.0869694220866973,,TAIUN
sku_channel,sku_channel::1009974|TAIUN,1009974,교체형,lumpy,230064.0,sba,{'alpha': 0.3},0.053082766956301035,0.40869765211050924,2.0,10,6,,4975.813333333332,0.00980392156862745,0.0,0.0,1.0,1243.953333333333,1243.953333333333,1243.953333333333,1243.953333333333,,TAIUN
sku_channel,sku_channel::1009404|TAIUN,1009404,교체형,lumpy,229402.0,sba,{'alpha': 0.3},0.06479943805932635,0.44701827314602127,2.0,10,6,,5487.458777056512,0.03110390882822245,0.0,0.0,1.0,1371.864694264128,1371.864694264128,1371.864694264128,1371.864694264128,,TAIUN
